geography,hsa_nci_id,hsa_key,baseline_mae,enhanced_mae,n_test_weeks,mae_improvement_pct,wastewater_improved,hsa_population,hsa_svi,hsa_svi_socioeconomic,hsa_svi_household,hsa_svi_racial_ethnic,hsa_svi_housing_transport
New Jersey,108,New Jersey_108,0.23761152036837233,0.12941263034570685,18,45.53604549767759,True,1281755,0.3132096800870681,0.28411887357568333,0.36637504406068244,0.5463599737079239,0.3361419824381415
New Jersey,127,New Jersey_127,0.19283104765648987,0.13897630742771683,18,27.928459075070798,True,153588,0.9793,0.9418000000000001,0.8934000000000001,0.8976,0.9726
New Jersey,23,New Jersey_23,0.13808575741488302,0.07524738172031621,18,45.5067755509114,True,1351895,0.4654371301025597,0.3968897664389617,0.460714258207923,0.7346493474715122,0.4628466479275388
New Jersey,36,New Jersey_36,0.17714954301843094,0.12019498033488,18,32.150555803367375,True,2185258,0.6625644116621471,0.6259169865526176,0.2892830970073099,0.9052660172849155,0.7644338653376398
New Jersey,64,New Jersey_64,0.18106627429050323,0.12602517892491857,18,30.39831441899366,True,369795,0.7242178412363606,0.6724128038507823,0.5999857310131289,0.7317512089130463,0.7522379886153139
New Jersey,66,New Jersey_66,0.18401338815839705,0.10705283600127806,18,41.823343903038214,True,2630578,0.7249773513653653,0.6364964561780719,0.46975343399815556,0.9286173989138509,0.813856730155882
New Jersey,87,New Jersey_87,0.1760102817299991,0.10825063033973162,18,38.4975529408056,True,653624,0.13991504840703523,0.11856446274922586,0.08417246735126005,0.6380423423864485,0.292609863774892
New Jersey,93,New Jersey_93,0.19455248266115707,0.14624674018811495,18,24.829157568332842,True,238838,0.13148879156583124,0.15284056222209197,0.09030614851907989,0.5107738873211131,0.18710785427779497
New York,10,New York_10,0.1655664243823538,0.07685846629281587,17,53.578470647332836,True,475984,0.44196345486402905,0.298380675821036,0.19598256348952908,0.6157939058875929,0.7777886750394971
New York,105,New York_105,0.32175597588384397,0.30720465141885284,17,4.522472170103301,True,149310,0.383716968053044,0.35791088004822186,0.023081916817359854,0.4833526522001206,0.8915872513562386
New York,106,New York_106,0.24756888282010028,0.23233837253208223,17,6.152029332008393,True,127440,0.7229,0.6147,0.7579,0.4085,0.798
New York,19,New York_19,0.24430465193561565,0.22164524893246385,17,9.275059980897742,True,246709,0.6122627224787097,0.551313389864172,0.4384330429777592,0.43056722089587324,0.7760602734395584
New York,21,New York_21,0.23620134605462054,0.21818895457338564,17,7.625863180758341,True,261976,0.369289365056341,0.3151741953461386,0.31036897692918436,0.32123227165847257,0.6347955045500352
New York,35,New York_35,0.281284901774098,0.2549197010817083,17,9.373130419052412,True,124222,0.594759821931703,0.5669100529696834,0.42908290318945114,0.24855032119914344,0.8280831173222135
New York,41,New York_41,0.21681651231315785,0.2183093670356877,17,-0.6885336852820785,False,1574466,0.579008887267175,0.39065745509906213,0.30099040690621454,0.7850246410529028,0.843814626609911
New York,54,New York_54,0.23275176977292567,0.2040208132283986,17,12.344033548083091,True,2120538,0.5056129065359828,0.3755186858240692,0.4694611304301078,0.5996599430899139,0.6523651904375211
New York,56,New York_56,0.16650300340002833,0.15143526657784112,17,9.049528545732311,True,666845,0.5817754833582017,0.45416006343303167,0.4065675347344585,0.5026503805232101,0.8341375204132895
New York,58,New York_58,0.23380559735900647,0.21780151086476757,17,6.845039928477317,True,181381,0.41259274565693205,0.40646416383193396,0.29530131491170525,0.2467069527679305,0.6711668973045688
New York,59,New York_59,0.21517670584488185,0.1812008413131202,17,15.789750288423146,True,359368,0.5193157918902072,0.3179149139600632,0.5279556674495225,0.41524760551857703,0.8194444096302398
New York,65,New York_65,0.2591063982125537,0.2225999828612662,17,14.089353100937348,True,195023,0.5147778103095533,0.48845102628920695,0.4584008578475359,0.28620308066228084,0.6816922952677377
New York,76,New York_76,0.25038436834325073,0.20221052978481088,17,19.23995450562575,True,102904,0.5859648837751691,0.568912734198865,0.5623725491720438,0.4214356137759465,0.6174207883075488
New York,80,New York_80,0.2778918230659344,0.2560461394429723,17,7.861218578489401,True,252805,0.6349424240026899,0.5732913213741817,0.32126522022903026,0.3477829809536995,0.8799745376871503
New York,81,New York_81,0.2289635183681698,0.2069493593069493,17,9.614701598803212,True,164612,0.45665468009622634,0.4161186942628727,0.14492283551624424,0.3287959377202148,0.8358205276650548
New York,83,New York_83,0.20831009828409336,0.16157966374512586,16,22.433110503954794,True,2913646,0.26827734515449025,0.17980398511006485,0.13914843340611727,0.765652981728048,0.49231696115451223
New York,86,New York_86,0.24171233619413748,0.23556780022245713,17,2.542086212242478,True,479962,0.7521251709510336,0.5490984211250057,0.6476616903004822,0.7619103897808577,0.8927435328213483
New York,865,New York_865,0.23054884382166496,0.23358693764143548,17,-1.3177658015585447,False,337326,0.7471,0.6087,0.5062,0.7607,0.8914999999999998
New York,88,New York_88,0.18906791666113137,0.11978365987514569,17,36.64516857726034,True,527859,0.2501261351989831,0.22895527063098292,0.11561540373470945,0.4059235265478092,0.5084099841056039
New York,881,New York_881,0.1794887925254401,0.15206727091369207,17,15.277567599582238,True,109536,0.41848681894536954,0.32469292652643883,0.3272111059377739,0.4540380012050832,0.64071030072305
